name,age,income,profession,date,location,new_cases,total_cases,new_death,total_death,people_vaccinated,people_fully_vaccinated,total_boosters,total_vaccines,new_test,total_test,test_per_case,positive_rate,negative_rate,hospitalised_patients,icu_patients,population,median_age,age > 65,people_with_past_diseases,immunity_strength
John Taylor,46,27595,Engineer,2021-12-21,Australia,524,360865,13,7226,16402,283352,100770,690092,86553,36496171,39.13,0.0937,0.8762,2451,979,1268722927,39.7,23.57,3.87,93.7
Laura Jones,73,92568,Software Developer,2021-12-22,Italy,475,361352,8,7234,14521,171250,27352,654958,84910,36517027,44.8,0.1288,0.8143,799,909,123471734,38.1,8.7,18.38,86.0
Emily Smith,22,18757,Software Developer,2021-12-23,India,523,361811,12,7244,204237,215244,31215,62738,89435,36562857,36.5,0.1032,0.9036,4889,544,825214171,41.8,21.83,15.63,59.26
Anna Smith,84,12954,Police Officer,2021-12-24,Australia,520,362325,7,7253,260885,145111,206714,786656,50008,36645840,23.79,0.1758,0.9273,4624,919,405783488,26.8,15.71,1.1,96.85
Laura Davis,70,96329,Software Developer,2021-12-25,India,487,362792,10,7259,386837,19990,130692,152053,67794,36692663,5.24,0.1139,0.9788,93,782,908127860,45.4,19.16,15.01,48.8
David Williams,77,62349,Sales Executive,2021-12-26,Russia,521,363309,6,7271,18382,142513,175120,213953,80134,36792526,3.79,0.1013,0.9405,1609,715,1079257224,41.2,9.35,15.01,56.26
John Smith,23,38930,Teacher,2021-12-27,Italy,516,363817,13,7288,383140,134327,251186,209681,3866,36867923,19.34,0.1857,0.9028,4244,887,701681584,29.3,19.24,10.44,82.48
Michael Johnson,65,93342,Sales Executive,2021-12-28,UK,527,364314,6,7295,25065,346458,207604,500306,53890,36954737,23.73,0.1467,0.9772,3518,673,353299967,40.8,23.29,1.87,46.3
Sarah Smith,52,89760,Doctor,2021-12-29,USA,535,364826,14,7307,357614,294006,67714,363810,42504,37022815,30.85,0.0312,0.8909,4001,27,157919967,39.9,10.35,12.02,66.08
David Williams,35,95772,Teacher,2021-12-30,Germany,506,365356,11,7324,24425,361093,298463,505081,96668,37091766,1.32,0.0438,0.9066,4316,36,115955547,26.6,9.67,15.55,81.02
Sarah Clark,28,4811,Nurse,2021-12-31,UK,490,365867,7,7330,285255,135223,120058,747245,54374,37105671,49.5,0.1596,0.9133,197,545,511996551,31.7,7.09,6.15,75.08
Anna Smith,68,31368,Business Analyst,2022-01-01,USA,503,366369,12,7339,181871,271100,279169,531801,30404,37128272,18.83,0.1688,0.8779,2220,38,844365243,34.8,10.34,13.67,40.88
Alex Jones,40,33719,Farmer,2022-01-02,Brazil,512,366891,7,7351,63257,208161,10780,30728,66223,37216371,42.56,0.1136,0.9593,161,660,485173921,31.1,15.72,7.72,74.08
Emily Taylor,64,9637,Scientist,2022-01-03,Canada,550,367395,11,7360,396134,355933,285850,137616,1637,37258326,27.21,0.1153,0.8352,4213,667,345532809,31.1,21.65,11.9,70.09
John Williams,76,13133,Police Officer,2022-01-04,France,465,367915,7,7371,202249,356595,174988,238422,91152,37331505,7.39,0.1301,0.9054,877,644,899236516,39.3,10.58,8.31,69.05
David Johnson,74,47986,Scientist,2022-01-05,France,499,368408,6,7380,399957,122782,76503,209007,16828,37380940,40.08,0.0934,0.9372,1802,649,347624882,36.8,17.42,6.77,87.82
David Clark,73,29871,Business Analyst,2022-01-06,Germany,499,368892,14,7391,353190,269509,162928,762441,54544,37405984,35.78,0.1392,0.9718,2989,889,583984992,41.7,14.59,17.26,42.87
David Clark,44,94107,Business Analyst,2022-01-07,Italy,504,369420,9,7407,309995,339348,10179,327732,92732,37418230,26.84,0.0306,0.9679,3778,126,680334496,48.9,10.77,15.32,82.61
Anna Taylor,52,42472,Business Analyst,2022-01-08,Russia,507,369973,6,7419,18816,324216,170695,170025,46097,37421688,26.21,0.1926,0.8967,3666,141,226389935,41.5,15.21,7.56,83.26
Anna Miller,72,59333,Teacher,2022-01-09,Italy,491,370524,10,7430,481069,57499,149659,316247,33022,37481195,5.29,0.1525,0.9222,3773,298,394555373,39.6,8.36,9.26,80.59
Alex Johnson,26,56508,Farmer,2022-01-10,Russia,533,371026,12,7438,12175,262023,155805,90949,33202,37488223,33.14,0.1299,0.8749,2327,727,340840095,46.2,17.79,14.14,65.42
John Johnson,35,2401,Nurse,2022-01-11,Italy,496,371521,12,7445,283485,336355,258282,245877,29704,37541124,45.65,0.0701,0.889,209,245,368826180,40.8,7.31,16.41,57.69
David Johnson,61,11004,Business Analyst,2022-01-12,Canada,506,372002,7,7456,336052,148979,100423,695516,92411,37548430,5.57,0.0406,0.9722,3415,51,369861304,29.1,19.62,14.0,57.63
Michael Johnson,38,99849,Police Officer,2022-01-13,Brazil,454,372498,11,7461,166726,153408,124076,33423,24641,37577108,13.91,0.0878,0.9768,2283,169,911719307,32.9,8.55,11.28,81.37
David Garcia,73,36301,Teacher,2022-01-14,Brazil,509,373020,7,7473,464111,352364,136047,320206,38479,37668552,45.21,0.1357,0.9701,1063,773,1336821363,43.3,24.96,19.13,64.85
Laura Davis,65,94544,Nurse,2022-01-15,USA,482,373522,10,7483,69696,360991,255477,718165,79771,37681915,14.93,0.1304,0.8263,601,700,93519819,43.5,21.47,15.71,53.69
Jane Johnson,18,6901,Business Analyst,2022-01-16,Australia,483,374011,12,7491,198961,188403,210527,82979,23027,37696981,33.04,0.0827,0.9615,1225,134,640085218,49.7,11.88,3.2,73.78
Emily Garcia,44,70621,Doctor,2022-01-17,Brazil,516,374522,8,7501,228216,376603,177535,103905,99463,37761785,27.21,0.1265,0.9802,1213,269,1377551613,40.7,13.52,11.6,88.59
Alex Garcia,62,68751,Police Officer,2022-01-18,Brazil,541,375059,8,7507,355259,344899,174226,703228,43912,37811329,30.22,0.1646,0.8686,1358,285,1354682196,47.5,10.18,8.78,34.31
Chris Clark,80,49809,Doctor,2022-01-19,UK,529,375544,6,7519,302338,335927,207748,96970,93558,37910576,21.37,0.015,0.8985,1542,222,923427385,26.4,20.34,16.1,98.05
Alex Brown,75,82299,Farmer,2022-01-20,UK,509,376013,7,7526,438053,206023,87706,83805,72474,37911765,15.7,0.0956,0.948,1291,972,754841144,39.2,12.61,1.85,36.77
David Williams,57,59171,Sales Executive,2022-01-21,USA,523,376511,12,7534,472110,188581,117905,139779,43692,37924517,3.38,0.1541,0.9068,4581,482,1271393230,48.0,20.1,8.8,65.82
Emily Garcia,80,68720,Farmer,2022-01-22,Australia,516,376983,11,7544,94358,394995,29830,493300,99884,37932999,37.47,0.1138,0.9888,4877,845,1253349642,32.2,5.37,7.05,69.21
Alex Taylor,55,65744,Sales Executive,2022-01-23,Germany,464,377482,8,7555,182648,273616,293753,429852,33209,37950678,37.56,0.1338,0.8866,1827,711,18015966,28.9,7.71,3.68,39.67
Alex Davis,46,11354,Sales Executive,2022-01-24,UK,445,377951,12,7570,374692,370296,18401,601755,58563,38041766,33.87,0.1082,0.9356,109,579,431868983,33.8,12.3,8.2,94.09
Emily Williams,57,59860,Nurse,2022-01-25,Germany,509,378451,7,7578,160799,163352,119278,511135,57738,38043565,32.54,0.1985,0.9506,1683,440,1099737689,44.8,7.18,13.78,63.0
John Smith,36,10504,Engineer,2022-01-26,India,523,378958,11,7591,44579,157931,177239,652020,38242,38135482,12.94,0.0204,0.8939,2501,724,1126121844,27.1,17.02,7.87,40.02
Jane Jones,73,55320,Police Officer,2022-01-27,UK,531,379475,13,7595,106554,235413,226253,168079,10941,38146416,2.09,0.1033,0.9628,385,89,242164353,40.0,6.02,12.02,79.81
Sarah Miller,61,4523,Nurse,2022-01-28,Canada,467,379981,8,7606,157627,144334,127543,383604,8073,38204974,40.63,0.0274,0.9038,880,964,1385777894,28.4,22.2,12.26,76.44
John Smith,82,75243,Software Developer,2022-01-29,Australia,515,380459,6,7614,325438,151626,95583,508963,38827,38265197,25.07,0.0404,0.8782,1642,237,105931670,35.9,20.23,12.16,97.4
Laura Smith,30,87703,Doctor,2022-01-30,USA,512,380983,10,7623,59777,12008,190243,752224,47225,38350817,16.04,0.0828,0.8205,4430,911,717353176,49.1,9.33,11.06,60.91
Laura Smith,47,34787,Farmer,2022-01-31,India,487,381477,10,7631,409122,354995,138719,416605,38096,38393373,5.99,0.0396,0.8747,1009,104,903040759,29.9,14.68,3.22,48.75
Jane Garcia,66,92407,Business Analyst,2022-02-01,Australia,509,381946,8,7641,50751,85799,269159,138105,51546,38404282,4.07,0.1931,0.9394,4216,433,88583937,25.9,14.04,5.15,34.2
Anna Clark,80,24982,Police Officer,2022-02-02,Canada,513,382467,5,7651,210671,283382,284650,144535,67457,38496749,18.09,0.1899,0.975,1171,982,1038827073,35.7,19.5,16.2,81.32
Emily Miller,88,2049,Teacher,2022-02-03,Australia,466,382946,9,7658,118750,240018,246221,291602,69309,38589153,40.43,0.0739,0.8478,2273,928,383414841,39.4,13.03,10.54,73.21
Anna Smith,52,14381,Farmer,2022-02-04,Canada,512,383459,8,7666,84180,284297,25067,612769,70998,38633711,46.02,0.1316,0.8675,3866,957,80534766,32.4,5.66,14.42,98.08
Sarah Miller,28,68876,Engineer,2022-02-05,Canada,526,383928,14,7678,248986,64353,3056,619176,87496,38714093,44.94,0.1114,0.8293,1148,525,798482570,38.5,10.47,11.83,79.85
Laura Clark,66,49390,Farmer,2022-02-06,Germany,499,384428,7,7688,214750,57092,255770,620310,31268,38802886,46.08,0.165,0.9312,192,174,1395252572,48.8,14.32,1.74,95.32
Alex Davis,57,13061,Police Officer,2022-02-07,Italy,514,384928,11,7696,303788,248907,30328,192472,86354,38831899,45.48,0.1292,0.9824,3028,435,527940137,32.8,24.49,16.13,99.41
Michael Johnson,38,72241,Doctor,2022-02-08,India,480,385427,7,7707,43521,179224,53832,611916,43078,38855774,26.83,0.01,0.9218,1096,821,463301666,32.7,22.62,2.22,59.99
Jane Taylor,64,51296,Engineer,2022-02-09,Australia,494,385946,6,7719,21564,54104,43771,727217,2865,38947027,11.75,0.155,0.9172,1118,902,400347248,37.1,8.63,18.92,40.52
Sarah Garcia,20,25014,Teacher,2022-02-10,Russia,474,386455,10,7728,115155,160355,98421,187599,97242,38959435,40.1,0.1519,0.9052,4237,51,521217631,37.9,19.47,5.09,43.71
Anna Williams,47,65535,Nurse,2022-02-11,India,526,386957,12,7733,473856,224606,178587,614936,29887,38996042,11.47,0.1068,0.8168,3390,806,311394525,25.0,23.74,10.74,52.29
Chris Miller,84,66191,Software Developer,2022-02-12,Italy,480,387481,7,7739,430515,33887,65538,713032,50876,39058726,14.09,0.1816,0.9386,4823,750,1183597134,40.4,5.18,2.21,65.62
Anna Garcia,79,52576,Nurse,2022-02-13,India,480,388021,10,7750,451174,271499,133701,786922,97047,39096007,12.43,0.1826,0.9144,3485,412,868937597,49.9,19.42,18.0,38.57
John Davis,54,29147,Farmer,2022-02-14,Brazil,518,388525,15,7762,197150,300845,97853,545400,34479,39124333,26.23,0.1095,0.9257,3829,764,76741005,32.3,14.19,19.62,51.12
John Davis,39,69020,Teacher,2022-02-15,Russia,515,389065,9,7770,416637,177606,90432,510492,41478,39138934,16.77,0.1255,0.9708,4527,733,813068082,40.8,18.6,3.78,51.55
Emily Garcia,48,57148,Doctor,2022-02-16,Italy,497,389589,17,7779,360891,256420,291299,502233,27401,39141069,8.55,0.1993,0.949,1015,425,227369552,25.1,17.11,6.62,30.29
Sarah Taylor,63,2745,Police Officer,2022-02-17,Germany,503,390092,7,7789,283346,76442,252529,95561,29502,39164810,23.21,0.0668,0.9484,1229,309,803646549,40.1,24.69,1.3,54.79
John Miller,62,23148,Farmer,2022-02-18,Australia,502,390587,10,7799,381551,17279,150360,185154,14394,39177723,43.82,0.0717,0.9762,2484,64,337930547,36.2,10.78,15.95,38.13
Michael Miller,31,17216,Business Analyst,2022-02-19,France,482,391097,10,7809,445401,179563,219023,662469,99694,39188824,28.96,0.0447,0.9881,550,345,246876637,38.3,20.72,6.92,60.08
Chris Johnson,29,99083,Engineer,2022-02-20,Italy,486,391640,18,7816,144757,125738,168157,604770,10262,39208455,44.04,0.1802,0.9104,4604,910,634952911,38.6,9.69,12.19,43.76
Michael Taylor,80,42929,Engineer,2022-02-21,USA,469,392142,11,7825,100197,144333,12251,623386,5487,39281539,10.6,0.1515,0.8207,99,890,311466995,29.4,13.71,1.75,87.55
Michael Williams,55,63637,Teacher,2022-02-22,Australia,515,392656,15,7834,52637,140546,103420,424520,28341,39319409,9.18,0.0301,0.8872,1019,439,479591654,44.2,24.51,14.59,35.64
Jane Brown,64,60991,Scientist,2022-02-23,Italy,474,393154,8,7847,159438,96414,157646,76625,14570,39369394,29.2,0.1965,0.9496,1037,981,1183547230,38.9,20.32,11.06,90.6
David Brown,71,23012,Scientist,2022-02-24,Brazil,524,393646,8,7857,34276,295534,272767,406503,58268,39397609,23.7,0.1489,0.8053,4677,694,497984843,31.8,11.32,14.77,70.64
Anna Garcia,72,67313,Farmer,2022-02-25,France,484,394140,11,7869,353090,349318,218544,353390,30605,39460719,33.35,0.1716,0.8108,1165,798,720537952,48.4,17.39,16.0,62.1
John Clark,65,10525,Farmer,2022-02-26,Brazil,467,394634,14,7878,451455,225079,269267,294732,72602,39480934,39.94,0.0191,0.8128,3982,343,47946489,25.3,5.99,2.7,68.48
John Miller,89,44348,Farmer,2022-02-27,France,520,395139,10,7888,347358,9787,266205,148658,27723,39573052,37.81,0.1059,0.9389,1529,750,671858763,43.1,10.33,11.98,56.33
Chris Garcia,32,61447,Farmer,2022-02-28,USA,506,395654,5,7895,165647,247951,107393,565255,70108,39588076,47.17,0.1427,0.8952,4484,415,107506661,34.5,19.37,13.35,38.93
Alex Johnson,88,69650,Scientist,2022-03-01,Australia,505,396117,12,7904,444617,209470,255216,412297,79206,39666025,20.51,0.1132,0.8701,3174,39,260424047,38.1,16.4,10.82,83.61
John Williams,33,87030,Police Officer,2022-03-02,Germany,489,396620,12,7914,313374,194249,191690,306400,61098,39748880,11.11,0.1367,0.8201,3617,544,414780433,32.3,14.39,4.47,94.95
Laura Smith,60,67881,Engineer,2022-03-03,Brazil,462,397123,12,7924,220496,310868,82443,733708,94375,39834862,27.99,0.1654,0.9391,1708,526,459958930,33.0,18.82,16.12,96.5
David Clark,24,3041,Doctor,2022-03-04,Brazil,524,397649,8,7933,485479,15663,297958,756332,49707,39881345,6.43,0.0811,0.861,1926,584,569400438,25.4,12.97,19.95,76.95
Emily Davis,60,80866,Business Analyst,2022-03-05,Canada,504,398131,11,7943,396230,158812,86141,762711,50028,39979917,15.15,0.1712,0.8504,2101,230,1325251778,43.2,5.52,19.42,58.72
Sarah Williams,45,79734,Scientist,2022-03-06,France,505,398621,9,7958,139526,138107,208940,733839,94937,40059074,11.19,0.041,0.9239,4426,836,1056161980,42.8,13.82,15.77,63.49
David Taylor,83,52826,Doctor,2022-03-07,UK,547,399125,20,7964,471833,105271,169904,473416,57921,40070585,20.43,0.0615,0.9062,2865,999,1070481442,41.4,23.04,8.94,75.99
Michael Garcia,77,76283,Teacher,2022-03-08,Australia,492,399639,13,7971,164093,72388,141517,758985,61760,40091508,6.45,0.0182,0.8689,1020,603,1267721092,46.9,22.13,7.41,87.62
Laura Jones,20,18073,Doctor,2022-03-09,France,511,400135,12,7981,412665,57335,165562,496356,11249,40103066,2.56,0.0792,0.9219,257,503,872746978,47.5,13.18,2.3,56.22
Alex Miller,18,96822,Farmer,2022-03-10,Canada,542,400597,14,7986,418873,48315,30767,674433,68847,40201837,33.18,0.0822,0.8515,309,763,527596146,38.9,5.44,8.91,94.17
Laura Miller,48,29028,Sales Executive,2022-03-11,India,512,401112,7,7998,307203,372066,47057,415722,98547,40203363,30.9,0.163,0.951,4408,262,809051364,42.1,17.73,3.96,52.7
Jane Davis,73,92646,Police Officer,2022-03-12,France,483,401618,13,8010,11532,313771,212818,118120,44839,40206116,35.71,0.1341,0.8436,832,573,941587988,25.3,19.82,5.83,67.16
Laura Smith,63,24440,Scientist,2022-03-13,Germany,477,402150,8,8017,112666,54334,221767,696069,40673,40233364,33.36,0.093,0.8302,554,330,290089499,46.2,10.88,17.95,97.3
Emily Johnson,49,33887,Sales Executive,2022-03-14,Australia,471,402655,12,8029,191877,191964,173115,733895,4642,40249020,6.6,0.1339,0.9487,1623,48,309155160,45.4,14.53,19.4,95.67
Jane Jones,35,39937,Teacher,2022-03-15,Canada,547,403107,8,8041,91551,197268,291090,326984,7338,40273286,15.26,0.02,0.9345,4348,474,1061859424,25.5,24.84,19.02,78.7
Michael Garcia,85,66045,Farmer,2022-03-16,India,498,403607,12,8051,178828,332844,168659,265512,52761,40338841,7.35,0.0443,0.8347,1809,780,31034576,38.6,16.53,4.67,52.72
Chris Davis,52,62503,Engineer,2022-03-17,Russia,500,404136,14,8063,81880,44726,266508,211659,10622,40402836,42.31,0.1291,0.8221,3844,947,418146026,47.7,12.02,18.12,45.33
Emily Jones,40,78782,Business Analyst,2022-03-18,Canada,528,404635,8,8071,116734,211823,188160,79321,49423,40479592,37.6,0.1319,0.9593,3640,848,1023999837,29.5,17.55,3.69,35.61
Jane Taylor,30,28428,Software Developer,2022-03-19,Russia,468,405119,14,8085,386141,185678,78015,254855,43873,40564166,10.87,0.1571,0.9476,4190,420,1064649064,33.8,8.6,10.65,79.61
John Williams,31,2613,Nurse,2022-03-20,Australia,519,405643,10,8095,215714,253045,139470,63202,48565,40643443,17.72,0.0866,0.8622,1451,421,242539188,33.3,8.99,13.23,65.24
David Smith,54,49343,Business Analyst,2022-03-21,Brazil,528,406181,2,8106,437422,297838,26345,207660,8806,40714820,48.36,0.1473,0.9251,838,501,1166569027,33.9,23.5,9.79,70.06
David Williams,22,74159,Business Analyst,2022-03-22,Canada,503,406668,8,8115,324312,167325,206407,678450,1757,40811931,30.11,0.14,0.8236,3379,447,546012795,26.0,9.78,19.08,63.07
John Johnson,39,61127,Teacher,2022-03-23,USA,515,407155,13,8126,123123,160302,155125,518017,93246,40878333,40.26,0.193,0.8963,2894,488,78779445,32.0,11.22,7.33,63.81
Chris Miller,45,53088,Engineer,2022-03-24,Russia,529,407676,10,8131,216260,190046,257624,341375,22470,40933509,13.96,0.0509,0.8036,4035,792,121894238,32.4,15.88,11.02,69.99
Sarah Brown,21,72195,Sales Executive,2022-03-25,Germany,510,408182,16,8140,427766,330689,130022,245743,7220,40976242,11.29,0.1148,0.8744,4062,958,466439576,46.6,22.99,2.43,94.0
Jane Brown,67,46023,Scientist,2022-03-26,USA,517,408685,5,8149,409605,273177,229273,231299,92851,40991660,39.41,0.1243,0.8142,2142,81,129036068,33.8,20.63,17.19,32.06
Alex Davis,46,30653,Nurse,2022-03-27,Italy,493,409202,10,8159,97897,67461,154023,303805,55754,41029845,34.61,0.1997,0.8903,3017,591,842939012,36.2,5.88,8.85,86.11
Alex Garcia,54,78616,Business Analyst,2022-03-28,Italy,470,409695,10,8171,176919,269809,230351,192097,94329,41072590,34.37,0.0482,0.8801,1119,229,320109783,34.5,18.86,14.31,57.34
Anna Johnson,52,78512,Teacher,2022-03-29,India,578,410193,12,8177,114599,294169,289665,419308,80852,41167007,28.08,0.1094,0.8844,1725,13,842634012,28.0,15.08,13.96,82.14
Michael Johnson,37,16718,Scientist,2022-03-30,Brazil,512,410692,7,8193,351383,344805,273875,675930,23505,41221794,28.62,0.0758,0.8086,2662,871,1257311006,49.8,14.51,13.85,96.4
Jane Jones,52,75877,Teacher,2022-03-31,Australia,505,411172,13,8208,290786,387617,150816,473968,29288,41302917,37.05,0.1099,0.8687,4446,922,1071811812,45.6,18.83,10.63,51.44
Emily Clark,19,55219,Engineer,2022-04-01,Canada,524,411678,11,8215,379006,288142,281567,351422,75492,41355952,14.23,0.0541,0.9437,337,299,177398265,38.5,8.92,6.27,36.27
John Taylor,75,54954,Police Officer,2022-04-02,UK,503,412145,8,8223,258751,328392,4934,782638,20109,41444756,18.29,0.019,0.8701,835,389,758882359,36.9,24.63,12.88,46.26
Chris Jones,35,17296,Teacher,2022-04-03,Germany,512,412638,8,8233,46509,109493,77945,114328,4497,41511740,43.71,0.1188,0.9359,2366,911,1360366354,41.2,17.91,19.27,45.55
David Garcia,73,27285,Sales Executive,2022-04-04,Russia,536,413160,8,8249,351561,290201,252554,670643,58326,41565202,16.13,0.0738,0.8702,2888,813,541725014,33.2,12.31,16.85,81.93
David Johnson,81,53310,Teacher,2022-04-05,Australia,489,413668,11,8252,321381,84244,97946,258340,10864,41603555,27.77,0.0446,0.8804,3687,364,1184245218,26.3,17.0,3.07,34.33
Sarah Clark,69,15134,Scientist,2022-04-06,USA,484,414179,8,8265,156486,219680,97344,306342,98046,41678199,35.43,0.0715,0.9071,2678,752,1077370289,35.1,9.33,1.44,33.57
Anna Garcia,39,54642,Engineer,2022-04-07,Italy,530,414674,10,8275,335320,206703,140244,81201,94517,41727501,50.0,0.0194,0.9806,1315,944,1313474359,49.6,17.68,10.48,78.55
Emily Johnson,77,95873,Sales Executive,2022-04-08,Germany,493,415163,12,8286,138633,364175,28358,355415,88562,41805480,22.33,0.1906,0.8207,3033,89,570700068,29.6,5.56,15.74,68.97
Alex Davis,27,1455,Doctor,2022-04-09,UK,497,415635,12,8297,352009,379857,198385,232810,75310,41828915,21.98,0.1204,0.8063,3065,75,5420864,38.2,11.82,6.96,59.24
Michael Williams,23,74179,Teacher,2022-04-10,Canada,480,416134,12,8307,127181,110887,130774,424593,22017,41887643,42.29,0.1648,0.9155,120,145,45687776,25.2,19.95,14.32,70.28
Sarah Williams,23,71156,Engineer,2022-04-11,India,527,416661,9,8319,72059,72173,282907,393722,2821,41987241,40.47,0.0904,0.9803,4980,408,775879284,28.1,21.16,18.71,81.47
Chris Williams,45,9867,Police Officer,2022-04-12,UK,460,417148,13,8336,321294,216278,86997,755193,51337,41989479,36.82,0.1816,0.988,2510,712,741600115,39.7,10.06,9.72,37.24
David Williams,59,26577,Software Developer,2022-04-13,Germany,491,417649,13,8340,360511,43734,242830,421252,46485,42071336,23.7,0.1018,0.892,661,356,690017677,32.4,15.79,5.64,68.73
Alex Jones,58,29647,Scientist,2022-04-14,UK,496,418126,7,8354,51091,67072,139876,322508,84557,42153946,16.87,0.119,0.8889,3573,857,1122992330,47.6,15.57,18.44,87.71
Sarah Williams,80,49894,Engineer,2022-04-15,Germany,490,418652,8,8362,214196,239046,210820,503121,57388,42167995,30.83,0.1034,0.9225,3752,970,1395974772,35.2,13.43,9.97,55.37
Anna Taylor,39,92007,Scientist,2022-04-16,Germany,481,419140,13,8375,10903,199855,88189,120353,11372,42226188,43.93,0.1493,0.9056,2626,68,807617693,30.2,9.57,8.75,83.41
Michael Garcia,46,71635,Police Officer,2022-04-17,France,504,419643,11,8381,251024,361338,88507,793331,94938,42262772,44.31,0.1177,0.9205,240,787,137614339,38.6,19.06,7.71,89.18
Laura Jones,88,14887,Software Developer,2022-04-18,Russia,511,420122,10,8393,326379,206811,100248,712803,72333,42330406,6.32,0.0616,0.9661,1797,528,767779852,44.9,10.05,9.04,87.47
Laura Williams,51,44314,Engineer,2022-04-19,Italy,530,420585,11,8401,199637,223126,25604,414879,17283,42346085,21.99,0.0377,0.9418,2175,889,1009190214,25.5,23.22,13.8,75.52
Sarah Jones,19,49203,Farmer,2022-04-20,France,503,421097,7,8410,327486,188429,169990,190316,41857,42381590,23.77,0.1252,0.8944,1678,723,1165416136,37.6,15.57,9.24,80.21
Anna Davis,43,94205,Police Officer,2022-04-21,Canada,507,421621,5,8425,183795,144741,130716,166149,52772,42433931,48.9,0.1029,0.8878,3422,853,950403597,44.3,22.41,7.16,85.14
John Davis,36,1059,Farmer,2022-04-22,France,479,422141,8,8434,45572,118272,182921,733209,60670,42485305,34.22,0.0282,0.9215,3046,986,189077427,27.6,10.81,15.13,81.36
Anna Jones,37,13673,Nurse,2022-04-23,Brazil,534,422613,9,8443,289754,72902,162919,649735,74133,42533303,20.96,0.0852,0.8866,66,246,1294111230,47.6,21.14,4.86,61.62
John Williams,50,56351,Nurse,2022-04-24,Brazil,544,423114,9,8452,306196,389391,11680,301775,96856,42611273,2.28,0.1078,0.887,4960,789,1369822820,31.6,7.27,4.84,41.14
Michael Miller,21,89231,Scientist,2022-04-25,Italy,498,423639,11,8459,108993,61959,114508,728012,32261,42667974,28.7,0.1671,0.8031,1647,88,998758605,29.3,20.34,14.23,51.68
Sarah Jones,49,72067,Business Analyst,2022-04-26,UK,511,424180,10,8467,359207,101623,96619,480662,58154,42713833,5.71,0.0245,0.8331,1116,567,690241234,39.7,12.74,17.47,44.51
Emily Garcia,36,69300,Sales Executive,2022-04-27,Russia,502,424667,15,8475,440766,136438,56037,433113,7107,42748011,41.89,0.0762,0.8928,3189,764,210247239,29.4,14.4,5.58,55.3
Sarah Taylor,20,2794,Engineer,2022-04-28,Italy,509,425180,6,8483,457249,53415,100969,341059,92296,42776586,37.87,0.1663,0.9563,3501,809,47755066,42.0,8.34,4.63,64.25
Alex Williams,78,11721,Software Developer,2022-04-29,Germany,519,425644,3,8485,432227,129716,112115,309041,36561,42796915,23.56,0.1332,0.853,2309,681,1250421958,37.3,5.37,13.74,97.13
David Johnson,55,60286,Business Analyst,2022-04-30,USA,515,426167,7,8498,437980,388353,59914,722640,77674,42855169,22.03,0.0651,0.8993,2300,124,686379006,27.7,18.32,12.8,97.16
Jane Miller,23,6686,Scientist,2022-05-01,Russia,533,426688,11,8507,107540,14907,158381,645927,36268,42940198,44.97,0.1706,0.8655,2823,995,538557254,47.8,16.75,9.5,83.87
John Garcia,73,48443,Nurse,2022-05-02,Russia,488,427187,10,8526,63533,362969,108255,131118,32608,43028564,15.13,0.1037,0.8199,4254,471,1279631350,41.8,17.45,2.82,98.61
Anna Brown,57,96003,Police Officer,2022-05-03,Germany,535,427663,13,8540,165136,37780,11349,339464,14138,43103226,13.2,0.1047,0.9821,333,635,295558225,38.6,10.1,2.74,99.86
Chris Garcia,86,65263,Police Officer,2022-05-04,Germany,509,428177,15,8550,396133,40085,207068,747952,38693,43144294,47.02,0.1956,0.9624,3038,135,1180727712,34.4,9.79,15.77,91.97
Alex Jones,59,63722,Nurse,2022-05-05,India,549,428682,7,8558,268897,287570,29525,507702,84000,43204245,40.65,0.19,0.8149,4882,611,1227072548,28.4,21.61,9.58,35.57
Emily Clark,19,53573,Doctor,2022-05-06,Italy,515,429152,12,8568,190653,274629,269092,576229,22248,43292874,41.21,0.0781,0.9368,652,582,968779491,42.7,20.23,17.3,59.82
Sarah Jones,45,13888,Teacher,2022-05-07,Germany,455,429629,14,8579,130388,316671,15498,775036,19632,43329045,10.56,0.0367,0.866,1413,974,864211151,45.3,11.74,11.92,67.39
Anna Taylor,34,40348,Engineer,2022-05-08,Brazil,513,430128,8,8592,300846,391748,222582,165306,48547,43338307,8.02,0.0719,0.989,3402,509,933574542,28.1,17.76,12.76,38.69
Jane Miller,87,14533,Teacher,2022-05-09,Canada,500,430611,14,8604,488917,234632,60790,619460,13100,43382577,2.28,0.0158,0.8575,4125,838,190648796,37.4,21.56,18.75,86.6
Anna Williams,86,22916,Software Developer,2022-05-10,USA,446,431096,13,8613,133482,261216,27245,23376,48930,43404362,12.62,0.0139,0.8454,4636,111,384252794,37.1,22.78,4.13,40.41
Alex Williams,56,62422,Doctor,2022-05-11,Italy,487,431611,16,8622,280775,251209,132310,312927,67861,43444831,38.94,0.0851,0.9079,850,635,678033873,33.7,5.12,11.32,56.83
Anna Miller,24,51525,Software Developer,2022-05-12,Australia,490,432094,8,8630,264936,96005,47659,454465,77905,43514662,12.76,0.1888,0.9587,809,183,305896237,44.7,21.27,2.1,34.82
Anna Taylor,49,4553,Engineer,2022-05-13,Brazil,541,432587,16,8640,97388,63528,75874,325169,54025,43596885,36.73,0.1756,0.8366,1543,461,43432594,27.5,12.01,7.82,66.72
